title,outlet,label,url
"justices claim immunity ruling allows presidents to poison staff, have navy seals kill political rivals",FoxNews,1,https://www.foxnews.com/politics/justices-claim-immunity-ruling-allows-presidents-poison-staffers-have-navy-seals-kill-political-rivals
elderly jewish man dies after confrontation with pro-palestinian protester at california rally,FoxNews,1,https://www.foxnews.com/us/jewish-man-dies-apparent-assault-pro-palestinian-california-rally
caregiver fatigue in america rising at unprecedented rate: reports,FoxNews,1,https://www.foxnews.com/health/caregiver-fatigue-america-unprecedented-rise-report
"hezbollah pagers that exploded were made in hungary, taiwanese company says",FoxNews,1,https://www.foxnews.com/world/hezbollah-pagers-exploded-were-made-hungary-taiwanese-company-says
"fox news digital crushes cnn, ny times in key metrics during unprecedented july",FoxNews,1,https://www.foxnews.com/media/fox-news-digital-crushes-cnn-ny-times-key-metrics-during-unprecedented-july
5 california taxes kamala harris could use to crush the middle class,FoxNews,1,https://www.foxnews.com/opinion/5-california-taxes-kamala-harris-could-use-crush-middle-class
jets offensive coordinator nathaniel hackett stripped of play calling duties as shake-up continues,FoxNews,1,https://www.foxnews.com/sports/jets-offensive-coordinator-nathaniel-hackett-stripped-play-calling-duties-shake-up-continues
doj claims it can't release biden-hur interview due to threat of ai deepfakes,FoxNews,1,https://www.foxnews.com/politics/doj-claims-cant-release-biden-hur-interview-due-threat-ai-deepfakes
ozzy osbourne admits taking antidepressants had an effect in the bedroom,FoxNews,1,https://www.foxnews.com/entertainment/ozzy-osbourne-admits-taking-antidepressants-effect-bedroom
gop moves to ‘save women’s sports’: bill backed by riley gaines headed for house vote,FoxNews,1,https://www.foxnews.com/politics/gop-moves-save-womens-sports-bill-backed-riley-gaines-headed-house-vote
"cake and democracy are a 'sweet' combination, says bestselling author: 'freedom is a treat'",FoxNews,1,https://www.foxnews.com/food-drink/cake-democracy-sweet-combination-bestselling-author-freedom-treat
"trump assassination attempt suspect's former neighbor says family was 'weird,' kept a 'horse in the house'",FoxNews,1,"https://www.foxnews.com/us/trump-assassination-attempt-suspects-former-neighbor-says-family-weird-kept-horse-house#&_intcmp=fnhpbt1,hp1bt"
usa powerlifting applauds appeals court decision after transgender woman claimed discrimination,FoxNews,1,https://www.foxnews.com/politics/usa-powerlifting-applauds-appeals-court-decision-after-transgender-woman-claimed-discrimination
top senate democrat 'angry' over biden-harris admin 'stonewalling' after trump assassination attempts,FoxNews,1,https://www.foxnews.com/politics/top-senate-democrat-angry-over-biden-harris-admin-stonewalling-after-trump-assassination-attempts
ellen degeneres reveals 3 health diagnoses after 'excruciating pain': 'i could disintegrate in the shower',FoxNews,1,https://www.foxnews.com/entertainment/ellen-degeneres-reveals-3-recent-health-diagnoses
trump campaign slams 'witch hunt' after jack smith court docs released less than 3 weeks before election,FoxNews,1,https://www.foxnews.com/politics/judge-releases-more-jack-smith-trump-investigation-docs-public
taylor swift sits separate from brittany mahomes at chiefs game amid trump support controversy,FoxNews,1,https://www.foxnews.com/sports/taylor-swift-sits-separate-from-brittany-mahomes-chiefs-game-amid-trump-support-controversy.print
idf video: israeli tank fires at building where hamas leader yahya sinwar was barricaded before being killed,FoxNews,1,https://www.foxnews.com/world/idf-video-israeli-tank-fires-building-where-hamas-leader-yahya-sinwar-barricaded-being-killed.print
olivia jade breaks silence on parents' involvement in college admissions scandal: 'we messed up',FoxNews,1,https://www.foxnews.com/entertainment/olivia-jade-breaks-silence-college-admissions-scandal-red-table-talk
"dodgers dominate mets again, take commanding 3-1 lead in nlcs",FoxNews,1,https://www.foxnews.com/sports/dodgers-dominate-mets-again-take-commanding-3-1-lead-nlcs.print
benedict arnold reexamined: how one of america's heroes became its most infamous traitor,FoxNews,1,https://www.foxnews.com/media/benedict-arnold-reexamined-americas-heroes-infamous-traitor
free ice cream scoop promised to kids if they recite the pledge of allegiance by heart: 'a no-brainer',FoxNews,1,https://www.foxnews.com/food-drink/free-ice-cream-scoop-promised-kids-recite-pledge-allegiance-heart-no-brainer
"aoc files articles of impeachment against justices alito, thomas, alleges 'unchecked corruption'",FoxNews,1,https://www.foxnews.com/politics/aoc-files-articles-impeachment-against-justices-alito-thomas-alleges-unchecked-corruption
fighting the disturbing spiral of jew-hatred in canada,FoxNews,1,https://www.foxnews.com/opinion/fighting-disturbing-spiral-jew-hatred-canada.print
south korea spy agency says kim jong un’s daughter is likely heir to dictatorship,FoxNews,1,https://www.foxnews.com/world/south-korea-spy-agency-kim-jong-uns-daughter-likely-heir-dictatorship
"united nations slammed for silence over hamas rapes, mutilation and murder of israeli women, critics say",FoxNews,1,https://www.foxnews.com/world/united-nations-slammed-silence-hamas-rapes-mutilation-murder-israeli-women-critics-say
national prayer breakfast 2022: what is it?,FoxNews,1,https://www.foxnews.com/faith-values/national-prayer-breakfast-2022-what-is-it
jon tester casts doubt on unfavorable poll in montana senate race: 'give me a break',FoxNews,1,https://www.foxnews.com/politics/jon-tester-casts-doubt-unfavorable-poll-montana-senate-race-give-me-break.print
"airline passenger captures 'manspreading' moment in viral tiktok, sparking debate",FoxNews,1,https://www.foxnews.com/travel/airline-passenger-captures-manspreading-moment-viral-tiktok-sparking-debate.print
republicans block dem-backed ivf bill revived by chuck schumer,FoxNews,1,https://www.foxnews.com/politics/republicans-block-dem-backed-ivf-bill-revived-chuck-schumer
world-traveling couple walks across 'least-visited country' in under 60 seconds,FoxNews,1,https://www.foxnews.com/travel/world-traveling-couple-walks-across-least-visited-country-under-60-seconds
"study contradicts claims critical race theory isn't in schools, over 90% students exposed to it",FoxNews,1,https://www.foxnews.com/us/study-contradicts-claims-critical-race-theory-isnt-schools-90-students-exposed
"hamas 'affiliates' reportedly call hostage families with threats, harassment: 'you won't see your loved ones'",FoxNews,1,https://www.foxnews.com/world/hamas-affiliates-reportedly-call-hostage-families-threats-harassment-you-wont-see-your-loved-ones
jewish students at uc berkeley fight against campus antisemitism: 'we're not hiding anymore',FoxNews,1,https://www.foxnews.com/us/jewish-students-uc-berkeley-fight-campus-antisemitism-not-hiding-anymore
"nashville christian school shooter fired 152 shots in massacre plot months in making, police say",FoxNews,1,https://www.foxnews.com/us/nashville-christian-school-shooter-fired-152-shots-massacre-plot-months-making-police-say
"travel-obsessed woman 'works' the time-off system, visiting 28 countries on a budget",FoxNews,1,https://www.foxnews.com/travel/travel-obsessed-woman-works-time-off-system-visiting-28-countries-budget
"lebanon explosions: hezbollah apparently targeted as pagers detonate, several dead, thousands hurt",FoxNews,1,https://www.foxnews.com/world/lebanon-explosions-dozens-wounded-after-pagers-detonate-state-media-report
ny times investigating own reporter after she didn't disclose michael phelps book deal: 'significant lapse',FoxNews,1,https://www.foxnews.com/media/ny-times-michael-phelps-book-deal
olivia moultrie is proud of her journey to play in nwsl,FoxNews,1,https://www.foxnews.com/sports/olivia-moultrie-proud-journey-play-nwsl
house dems sue fec accusing gop of exploiting campaign loophole,FoxNews,1,https://www.foxnews.com/politics/house-dems-sue-fec-accusing-gop-exploiting-campaign-loophole
hillary clinton says trump poses 'danger to our country and the world' after assassination attempt,FoxNews,1,https://www.foxnews.com/media/hillary-clinton-says-trump-poses-danger-our-country-world-after-assassination-attempt
emma weyant: second-place finisher in lia thomas' ncaa championship race won olympic medal in 2021,FoxNews,1,https://www.foxnews.com/sports/emma-weyant-olympic-medalist-lia-thomas-ncaa-championships
obama speech to secure border without 'tearing' kids from parents omits somber dhs report on missing migrants,FoxNews,1,https://www.foxnews.com/politics/obama-speech-secure-border-without-tearing-kids-from-parents-omits-somber-dhs-report-missing-migrants
utah governor blasts 'politicized' american medical association for pushing gender transition for minors,FoxNews,1,https://www.foxnews.com/media/utah-governor-blasts-politicized-american-medical-association-pushing-gender-transition-minors
"autumn in new england: 6 states pack big color, major history, in small area",FoxNews,1,https://www.foxnews.com/travel/autumn-new-england-six-states-pack-big-color-major-history-small-area
"howard stern hits back at critics calling him 'woke,' says he takes it as a compliment",FoxNews,1,https://www.foxnews.com/media/howard-stern-hits-back-critics-calling-him-woke-i-think-thats-compliment
woman vandalizes israeli hostage posters right in front of captives' family members in new york city,FoxNews,1,https://www.foxnews.com/lifestyle/woman-vandalizes-israeli-hostage-posters-front-captives-own-family-new-york-city
"parents of two find their 'american dream home' in beaufort, south carolina: 'so special'",FoxNews,1,https://www.foxnews.com/lifestyle/parents-two-american-dream-home-beauford-south-carolina-special
"on this day in history, september 18, 1870, old faithful geyser in wyoming is documented and named",FoxNews,1,https://www.foxnews.com/lifestyle/this-day-history-september-18-1870-old-faithful-geyser-wyoming-discovered-named.print
"trump, biden face tests in final 2024 presidential primaries",FoxNews,1,https://www.foxnews.com/politics/trump-biden-face-tests-final-2024-presidential-primaries.print
"king charles, queen camilla reportedly pulled from royal outing due to security scare",FoxNews,1,https://www.foxnews.com/entertainment/king-charles-queen-camilla-reportedly-pulled-from-royal-outing-due-security-scare
"ny times, ap, washington post raise eyebrows with glowing coverage of terror leader hassan nasrallah",FoxNews,1,https://www.foxnews.com/media/ny-times-ap-washington-post-raise-eyebrows-glowing-coverage-terror-leader-hassan-nasrallah
"meet the american who created the kentucky derby, meriwether lewis clark jr., born of pioneers",FoxNews,1,https://www.foxnews.com/lifestyle/meet-american-created-kentucky-derby-meriwether-lewis-clark-jr-born-pioneers
biden admin under fire for burning taxpayer funds on un climate summit trip,FoxNews,1,https://www.foxnews.com/politics/biden-admin-under-fire-burning-taxpayer-funds-un-climate-summit-trip
"nearly two-thirds of americans believe illegal immigration is real crisis, not a media narrative: poll",FoxNews,1,https://www.foxnews.com/media/nearly-two-thirds-americans-believe-illegal-immigration-real-crisis-not-media-narrative-poll
trump spox battles cnn host over harris as the 'change' candidate: she's in white house 'right now',FoxNews,1,https://www.foxnews.com/media/trump-spox-battles-cnn-host-over-harris-change-candidate-shes-white-house-right-now.print
a marathon in every state: navy vet and former nypd cop runs across us to help deserving nonprofit,FoxNews,1,https://www.foxnews.com/lifestyle/marathon-every-state-navy-vet-former-nypd-cop-runs-us-help-nonprofit
watch: florida police officers lift car off man trapped underneath — 'somebody pull him out!',FoxNews,1,https://www.foxnews.com/us/watch-florida-police-officers-lift-car-off-man-trapped-underneath.print
"on this day in history, december 15, 1791, bill of rights ratified, codifying unique freedoms in new nation",FoxNews,1,https://www.foxnews.com/lifestyle/this-day-history-dec-15-1791-bill-rights-ratified-unique-freedoms-nation.print
columbia's interim president apologizes to protesters who occupied campus for 'hurt' caused by nypd,FoxNews,1,https://www.foxnews.com/politics/columbias-interim-president-apologizes-anti-israel-protesters-hurt-nypd-classes-kick-off
ex-cnn host brian stelter says he still doesn't know why 'reliable sources' was canceled,FoxNews,1,https://www.foxnews.com/media/ex-cnn-host-brian-stelter-doesnt-know-reliable-sources-canceled.print
"world war ii heroes, ages 100 and 98, fought in battle of the bulge, now are grand marshals of philly parade",FoxNews,1,https://www.foxnews.com/lifestyle/world-war-ii-heroes-ages-100-98-fought-battle-bulge-grand-marshals-philly-parade
"israel's un ambassador slams world body, says unrwa taken over by hamas terrorists in gaza",FoxNews,1,https://www.foxnews.com/world/israels-un-ambassador-slams-world-body-says-unrwa-taken-over-by-hamas-terrorists-gaza
'christian nationalism' obsession by some on the left aims to marginalize pro-life christians: radio host,FoxNews,1,https://www.foxnews.com/lifestyle/christian-nationalism-obsession-left-aims-marginalize-pro-life-christians-radio-host
justice alito questions whether presidents will have to fear 'bitter political opponent' throwing them in jail,FoxNews,1,https://www.foxnews.com/politics/justice-alito-questions-whether-presidents-will-fear-bitter-political-opponent-throwing-jail
lori loughlin released from prison after serving 2 months behind bars for role in college admissions scandal,FoxNews,1,https://www.foxnews.com/entertainment/lori-loughlin-released-prison-college-admissions-scandal.print
"geologists study 5,600-year-old submerged bridge; new details of life emerge from mallorca, spain",FoxNews,1,https://www.foxnews.com/world/geologists-study-5600-year-old-submerged-bridge-new-details-life-emerge-from-mallorca-spain
jelly roll embraces role in country music revolution after overcoming addiction and prison time,FoxNews,1,https://www.foxnews.com/entertainment/jelly-roll-embraces-role-country-music-revolution-overcoming-addiction-prison-time
us spots where you can mine for diamonds and gemstones,FoxNews,1,https://www.foxnews.com/travel/us-spots-where-you-can-mine-diamonds-gemstones.print
how to talk to children about 9/11 and the tragic events that unfolded,FoxNews,1,https://www.foxnews.com/lifestyle/educate-talk-to-children-about-september-11
biden tells 'the view' he was 'confident' he could have beaten trump: 'he's a loser',FoxNews,1,https://www.foxnews.com/media/biden-tells-the-view-confident-could-have-beaten-trump-loser
biden plans to 'trigger trump' in new 'aggressive' election strategy: report,FoxNews,1,https://www.foxnews.com/media/biden-plans-trigger-trump-new-aggressive-election-strategy-report
sen. john fetterman proclaims unflinching support for israel: 'will not waver',FoxNews,1,https://www.foxnews.com/politics/sen-john-fetterman-proclaims-unflinching-support-israel-will-not-waver.print
cedar point theme park unveils record-breaking 'tilt' roller coaster for 2025,FoxNews,1,https://www.foxnews.com/travel/cedar-point-theme-park-unveils-record-breaking-tilt-roller-coaster-2025.print
"house gop leaders call schumer's israel comments 'inappropriate,’ demand apology in impromptu press conference",FoxNews,1,https://www.foxnews.com/politics/house-gop-leaders-call-schumers-israel-comments-inappropriate-demand-apology-impromptu-press-conference
trump and harris poll in dead heat in nbc news survey as election day approaches,FoxNews,1,https://www.foxnews.com/politics/trump-harris-poll-dead-heat-nbc-news-survey-election-day-approaches
fox nation patriot awards moves to new york with tickets now on sale,FoxNews,1,https://www.foxnews.com/media/fox-nation-patriot-awards-moves-new-york-tickets-now-sale.print
sen bob menendez may blame his wife nadine during federal corruption trial: court docs,FoxNews,1,https://www.foxnews.com/politics/sen-bob-menendez-may-blame-wife-nadine-federal-corruption-trial-court-docs
"political analyst: new polls show harris 'not ahead' of trump, campaign could be in ‘scary place’ soon",FoxNews,1,https://www.foxnews.com/media/political-analyst-new-polls-show-harris-not-ahead-trump-campaign-could-scary-place-soon
fireworks expected in final pennsylvania senate debate in race that may decide chamber's majority,FoxNews,1,https://www.foxnews.com/politics/fireworks-expected-final-pennsylvania-senate-debate-race-may-decide-chambers-majority
kamala harris reassures democratic party donors that there's nothing to worry about,FoxNews,1,https://www.foxnews.com/politics/kamala-harris-reassures-democratic-party-donors-theres-nothing-worry-about
"georgia officers interviewed apalachee high school shooting suspect in 2023, could not substantiate threat",FoxNews,1,https://www.foxnews.com/us/fbi-says-local-law-enforcement-investigated-ga-shooter-2023-found-no-probable-cause
"20 worst places to live if you have asthma, per major health organization",FoxNews,1,https://www.foxnews.com/health/20-worst-places-live-have-asthma-major-health-organization
laken riley amendment at center of senate standoff in partial government shutdown battle,FoxNews,1,https://www.foxnews.com/politics/laken-riley-amendment-senate-standoff-partial-government-shutdown-battle
media critics pan walz's 'unsteady' debate performance: 'clear lack of preparation and execution',FoxNews,1,https://www.foxnews.com/media/media-critics-pan-walzs-debate-performance-clear-lack-preparation-execution
"olivia jade's influencer brand is a 'dumpster fire' and 'dangerous to advertisers,' says expert",FoxNews,1,https://www.foxnews.com/entertainment/olivia-jade-influencer-brand-dumpster-fire-expert
children of missing korean war airman hold us to leave no man behind,FoxNews,1,https://www.foxnews.com/media/missing-korean-war-airman-fox-nation
vice president kamala harris names minnesota gov. tim walz as her running mate,FoxNews,1,https://www.foxnews.com/politics/vice-president-kamala-harris-names-minnesota-gov-tim-walz-her-running-mate
collapsed lafayette square narrative is yet another 'fact-checked' story gone bad,FoxNews,1,https://www.foxnews.com/media/collapsed-lafayette-square-fact-checked-story
josh shapiro denies antisemitism played role in harris' vp pick,FoxNews,1,https://www.foxnews.com/politics/josh-shapiro-denies-antisemitism-played-role-harris-vp-pick
kamala harris teams up with liz cheney in birthplace of republican party,FoxNews,1,https://www.foxnews.com/politics/kamala-harris-liz-cheney-birthplace-republican-party.print
"trump blasts doj for 'election interference,' calls jack smith case a 'scam' after judge unseals key filing",FoxNews,1,https://www.foxnews.com/politics/trump-blasts-doj-election-interference-calls-federal-case-scam-after-judge-unseals-smiths-key-filing
"meet the american who paved the way for the interstate, gen. lucius clay, master planner, hero of two nations",FoxNews,1,https://www.foxnews.com/lifestyle/meet-american-paved-way-interstate-gen-lucius-clay-master-planner-hero-nations.print
"presidential candidates, activists praise 'sacrifice' of us airman who burned himself alive to protest israel",FoxNews,1,https://www.foxnews.com/politics/presidential-candidates-activists-praise-sacrifice-us-airman-burned-alive-protest-israel
unearthed photo shows tim walz appointee decorated house with posters of murderous communist dictators,FoxNews,1,https://www.foxnews.com/politics/unearthed-photo-shows-tim-walz-appointee-decorated-house-posters-communist-dictators
a top senate republican crisscrosses campaign trail in 'make-or-break moment' to win back majority,FoxNews,1,https://www.foxnews.com/politics/top-senate-republican-crisscrosses-campaign-trail-make-break-moment-win-back-majority
anti-israel rhetoric intensifies in critical battleground city: 'utterly chilling',FoxNews,1,https://www.foxnews.com/politics/anti-israel-rhetoric-intensifies-critical-battleground-city-utterly-chilling.print
georgia judge blocks rule requiring clerks to hand count number of ballots,FoxNews,1,https://www.foxnews.com/politics/georgia-judge-blocks-rule-requiring-clerks-hand-count-number-ballots
cnn data guru says donald trump 'very much in this ball game' despite harris' polling gains,FoxNews,1,https://www.foxnews.com/media/cnn-data-guru-says-donald-trump-very-much-ball-game-despite-harris-polling-gains
trump boasts of 'genius' ability to 'weave' during rally speeches: 'i don't ramble',FoxNews,1,https://www.foxnews.com/media/trump-boasts-ability-weave-rally-speeches-denies-critics-who-say-he-rambles.print
"jd vance roasts harris on wisconsin tarmac for avoiding press, calls air force 2 his 'future plane'",FoxNews,1,https://www.foxnews.com/politics/jd-vance-roasts-harris-wisconsin-tarmac-avoiding-press-calls-air-force-2-his-future-plane.print
republicans say schumer must act on voter proof of citizenship bill if democrat 'really cares about democracy',FoxNews,1,https://www.foxnews.com/politics/schumer-controls-fate-election-integrity-bill-would-require-proof-citizenship-vote
breaking into trump shooter’s cellphone complicated by modern technology: expert,FoxNews,1,https://www.foxnews.com/us/breaking-into-trump-shooters-cellphone-complicated-modern-technology-expert
new jersey twins receive matching heart surgeries after marfan syndrome diagnosis: 'a better life',FoxNews,1,https://www.foxnews.com/health/new-jersey-twins-matching-heart-surgeries-marfan-syndrome-diagnosis-life
harris ramps up outreach to black male voters as polls suggest trump making gains,FoxNews,1,https://www.foxnews.com/politics/harris-ramps-up-outreach-black-male-voters-polls-suggest-trump-making-gains
"tren de aragua gang members arrested in aurora, colorado in connection to apartment building takeover: police",FoxNews,1,https://www.foxnews.com/us/tren-de-aragua-gang-members-arrested-aurora-colorado-connection-apartment-building-takeover-police
"nashville killer audrey hale slept with journals on school shootings under bed, court docs reveal",FoxNews,1,https://www.foxnews.com/us/nashville-killer-audrey-hale-slept-with-journals-on-school-shootings-under-bed-court-docs-reveal
"fox news media proposes second harris-trump debate moderated by martha maccallum, bret baier",FoxNews,1,https://www.foxnews.com/media/fox-news-media-proposes-second-harris-trump-debate-moderated-martha-maccallum-bret-baier
every day is memorial day at dover air force base,FoxNews,1,https://www.foxnews.com/us/every-day-memorial-day-dover-air-force-base
"delphi murders: man charged with killing 2 girls is 'his own worst enemy,' expert says",FoxNews,1,https://www.foxnews.com/us/delphi-murders-cvs-employee-accused-killing-2-girls-own-worst-enemy-expert-says
"cnn anchor invokes nazi germany, blasts trump's 'antisemitic and incredibly dangerous' remarks on jewish dems",FoxNews,1,https://www.foxnews.com/media/cnn-anchor-invokes-nazi-germany-blasts-trumps-antisemitic-incredibly-dangerous-remarks-jewish-dems.print
caregiving for a spouse during good times and bad: one military man's incredible story,FoxNews,1,https://www.foxnews.com/lifestyle/caregiving-spouse-good-times-bad-military-man-incredible-story
cnn's chris cuomo accused of sexually harassing female producer while at abc news,FoxNews,1,https://www.foxnews.com/media/cnn-chris-cuomo-accused-sexually-harassing-female-producer-abc-news
liberals rage over cnn's 'disgusting' trump town hall: 'this insanity should be pulled off the f---ing air',FoxNews,1,https://www.foxnews.com/media/liberals-rage-over-cnns-disgusting-trump-town-hall-insanity-pulled-f-ing-air
"sharon stone, 63, 'hanging out' with rapper rmr, 25: report",FoxNews,1,https://www.foxnews.com/entertainment/sharon-stone-hanging-out-rapper-rmr-report
be well: add an egg (or 3) to your daily diet for heart health,FoxNews,1,https://www.foxnews.com/health/be-well-add-egg-3-daily-diet-heart-health
kamala harris dodges colbert's question on what 'major changes' she'd bring versus biden presidency,FoxNews,1,https://www.foxnews.com/media/kamala-harris-dodges-colberts-question-what-major-changes-shed-bring-versus-biden-presidency.print
walz silent on support for eliminating electoral college after harris camp says it doesn't back ban,FoxNews,1,https://www.foxnews.com/politics/walz-silent-support-eliminating-electoral-college-after-harris-camp-says-doesnt-back-ban.print
dem sen. bob casey slammed by gop for shifting immigration stances: 'complicit in the crisis',FoxNews,1,https://www.foxnews.com/politics/dem-sen-bob-casey-slammed-by-gop-for-shifting-immigration-stances-complicit-in-the-crisis.print
biden admin hit with lawsuit over eco actions that industry says could cost million jobs,FoxNews,1,https://www.foxnews.com/politics/biden-admin-hit-lawsuit-eco-actions-industry-says-cost-million-jobs
last words of 'hero' firefighter who died at trump rally shooting revealed,FoxNews,1,https://www.foxnews.com/us/last-words-hero-firefighter-who-died-trump-rally-shooting-revealed
federal prosecutors formally charge suspect ryan routh with attempted assassination of trump,FoxNews,1,https://www.foxnews.com/us/federal-prosecutors-charge-ryan-routh-attempted-assassination-trump
early voting means 'election season' has already begun,FoxNews,1,https://www.foxnews.com/politics/days-until-voting-starts-election-season-kicks-off-sooner
"newsom's progressive activism, debate skills among vulnerabilities in potential national campaign: expert",FoxNews,1,https://www.foxnews.com/politics/newsoms-progressive-activism-debate-skills-among-vulnerabilities-potential-national-campaign-expert
cnn’s ‘reliable sources’ with brian stelter draws smallest audience since 2019,FoxNews,1,https://www.foxnews.com/media/cnn-reliable-sources-brian-stelter-smallest-audience-2019
"trump warns that if he loses presidential immunity, so will 'crooked' joe biden",FoxNews,1,https://www.foxnews.com/politics/trump-warns-loses-presidential-immunity-so-will-crooked-joe-biden.print
trump's first campaign event since second assassination attempt to be town hall in key battleground,FoxNews,1,https://www.foxnews.com/politics/trumps-first-campaign-event-since-second-assassination-attempt-town-hall-key-battleground
cuban power plant failure leaves millions in the dark in island-wide outage,FoxNews,1,https://www.foxnews.com/world/cuban-power-plant-failure-leaves-millions-dark-island-wide-outage.print
"experimental lupus therapy could be ‘life-changing’ for patients with autoimmune disease, study finds",FoxNews,1,https://www.foxnews.com/health/experimental-lupus-therapy-lifechanging-patients-autoimmune-disease-study-finds
randi weingarten angrily claims pompeo 'hurting kids' with attacks on her,FoxNews,1,https://www.foxnews.com/media/randi-weingarten-angrily-claims-pompeo-hurting-kids-attacks
"buttigieg's message on restricting civilian drones near hurricane helene damage prompts outcry, clarification",FoxNews,1,https://www.foxnews.com/politics/buttigieg-message-about-restricting-civilian-drones-near-hurricane-helene-damage-prompts-outcry-clarification
'there's only one': battleground state voters reveal which presidential candidate they prefer on the economy,FoxNews,1,https://www.foxnews.com/media/one-battleground-state-voters-reveal-presidential-candidate-prefer-economy
i’m a farmer – and know kamala harris would be a disaster for american agriculture,FoxNews,1,https://www.foxnews.com/opinion/im-farmer-know-kamala-harris-would-disaster-american-agriculture
‘uncommitted’ democratic voters creating negative press for biden as progressives protest support for israel,FoxNews,1,https://www.foxnews.com/media/uncommitted-democratic-voters-creating-negative-press-biden-progressives-protest-support-israel
"riley gaines gets emotional reading remarks to lawmakers, says they have chance to send message to women",FoxNews,1,https://www.foxnews.com/sports/riley-gaines-gets-emotional-reading-remarks-lawmakers-says-have-chance-send-message-women
trump says biden 'is not fit to serve': 'who is going to be running the country for the next 5 months?',FoxNews,1,https://www.foxnews.com/politics/trump-says-biden-is-not-fit-serve-who-going-running-country-next-5-months
foo fighters drummer taylor hawkins dead at 50,FoxNews,1,https://www.foxnews.com/entertainment/foo-fighters-drummer-taylor-hawkins-dead-at-50
eddie van halen's son wolfgang hits back at david lee roth after singer trashes him in wild rant,FoxNews,1,https://www.foxnews.com/entertainment/eddie-van-halens-son-wolfgang-hits-back-david-lee-roth-singer-trashes-him-wild-rant
cdc urges proper cooking of wild game after family sickened by bear meat parasite,FoxNews,1,https://www.foxnews.com/us/cdc-urges-proper-cooking-wild-game-family-sickened-bear-meat-parasite
cardinal dolan 'upset' that harris skipping al smith dinner,FoxNews,1,https://www.foxnews.com/politics/cardinal-dolan-upset-harris-skipping-al-smith-dinner.print
er visit times: here’s how long patients spend in emergency rooms in each state,FoxNews,1,https://www.foxnews.com/health/er-visit-times-heres-how-long-patients-spend-emergency-rooms-state
"sydney sweeney’s move to la 'was a catalyst' for parents' bankruptcy, divorce",FoxNews,1,https://www.foxnews.com/entertainment/sydney-sweeneys-move-la-catalyst-parents-bankruptcy-divorce
rachel morin murder: maryland lawmaker confronts mayorkas over 'failure' involving illegal immigrant suspect,FoxNews,1,https://www.foxnews.com/us/rachel-morin-murder-maryland-lawmaker-confronts-mayorkas-over-failure-involving-illegal-immigrant-suspect
seattle protesters tell patriotic kirk cameron he's 'growing to be a real pain',FoxNews,1,https://www.foxnews.com/lifestyle/seattle-protesters-kirk-cameron-growing-real-pain
"trump unleashes on harris, talking immigration, china in exclusive 'life, liberty & levin' interview",FoxNews,1,https://www.foxnews.com/media/trump-unleashes-harris-talking-immigration-china-exclusive-life-liberty-levin-interview.print
"trump vows to 'end all sanctuary cities,' restore 'normalcy' at 'faulkner focus' town hall with female voters",FoxNews,1,https://www.foxnews.com/media/trump-vows-end-all-sanctuary-cities-restore-normalcy-faulkner-focus-town-hall-female-voters
liam payne’s death has one direction creator simon cowell feeling ‘empty’,FoxNews,1,https://www.foxnews.com/entertainment/liam-paynes-death-has-one-direction-creator-simon-cowell-feeling-empty
mccarthy says trump showing 'real leadership' to the world after assassination attempt,FoxNews,1,https://www.foxnews.com/politics/mccarthy-says-trump-showing-real-leadership-world-after-assassination-attempt
prosecutor sues los angeles da for retaliation after he was punished for 'misgendering' child predator,FoxNews,1,https://www.foxnews.com/us/prosecutor-sues-los-angeles-da-retaliation-after-he-punished-misgendering-child-predator
"nashville school shooting should be investigated as hate crime, hawley says",FoxNews,1,https://www.foxnews.com/politics/nashville-school-shooting-should-investigated-hate-crime-hawley-says.print
judge blocks ny ag letitia james from trying to silence pregnancy centers that promote abortion pill reversal,FoxNews,1,https://www.foxnews.com/politics/judge-blocks-ny-ag-letitia-james-silence-pregnancy-centers-promote-abortion-pill-reversal.print
nashville school shooting: audrey hale police bodycams released,FoxNews,1,https://www.foxnews.com/us/nashville-school-shooting-audrey-hale-police-bodycams-released.print
fox news poll: 87% consider situation at southern border a problem,FoxNews,1,https://www.foxnews.com/official-polls/fox-news-poll-87-consider-situation-southern-border-problem
top us states where you're most likely to strike gold,FoxNews,1,https://www.foxnews.com/travel/top-us-states-most-likely-strike-gold.print
"biden 'anti-growth' policies will slash medicare, social security tax revenue by $400-$900 billion: report",FoxNews,1,https://www.foxnews.com/politics/biden-anti-growth-policies-slash-medicare-social-security-tax-revenue-400-900-billion-report
"barbara walters, journalistic pioneer, dead at 93",FoxNews,1,https://www.foxnews.com/media/barbara-walters-journalistic-pioneer-dead-93
hurricane helene: fox weather meteorologist rescues woman from car during live shot as floodwaters rise,FoxNews,1,https://www.foxnews.com/media/hurricane-helene-fox-weather-meteorologist-rescues-woman-from-car-live-shot-floodwaters-rise
is it worth saving money to let a car insurance company track your every move?,FoxNews,1,https://www.foxnews.com/tech/worth-saving-money-let-car-insurance-company-track-your-every-move.print
american soldiers killed in wwi remembered forever in nyc ale house,FoxNews,1,https://www.foxnews.com/lifestyle/americans-killed-wwi-nyc-ale-house.print
"americans need more sleep, less stress, experts say, as gallup poll reveals troubling findings",FoxNews,1,https://www.foxnews.com/health/americans-need-more-sleep-less-stress-experts-say-gallup-poll-reveals-troubling-findings
